replicate,spearman_rho,p_value
170,0.2631578947368421,0.29139239227836833
171,0.4324045407636739,0.0731081920707255
172,0.1826625386996904,0.46816133789331504
173,0.6800825593395253,0.0018996026438905026
174,0.7812177502579979,0.00012936386013196713
175,0.6697626418988648,0.0023600851881755407
176,0.6924664602683178,0.0014476080524246128
177,0.1826625386996904,0.46816133789331504
178,0.6449948400412797,0.003849373038824422
179,0.7378740970072238,0.0004730566959090065
180,0.7213622291021672,0.0007279599242661499
181,0.5583075335397317,0.016038200397720793
182,0.5933952528379773,0.00943261527195847
183,0.6078431372549019,0.007450054518883103
184,0.8513931888544891,7.42168762562196e-06
185,0.6037151702786379,0.007978467211182616
186,0.6718266253869969,0.0022613045197175117
187,0.3931888544891641,0.106484795695208
188,0.543859649122807,0.019643563727791618
189,0.6883384932920537,0.0015871002439845348
190,0.6986584107327141,0.0012575339153336352
191,0.7337461300309597,0.0005283926713947288
192,0.541795665634675,0.02020682839755899
193,0.48813209494324045,0.03985953090099972
194,0.3065015479876161,0.21606379461125766
195,0.6140350877192982,0.006710758773359236
196,0.7089783281733747,0.0009869258677951244
197,0.6697626418988648,0.0023600851881755407
198,0.6842105263157895,0.001737546156850738
199,0.7936016511867906,8.46599736041262e-05
200,0.4406604747162023,0.06720191241367013
201,0.7440660474716203,0.0003992105441266659
202,0.413828689370485,0.08778525139466084
203,0.37048503611971106,0.13016560662863333
204,0.5314757481940144,0.023216334307843867
205,0.8163054695562436,3.598441737777743e-05
206,0.6305469556243549,0.0050251422192554435
207,0.8782249742002064,1.6482702612246244e-06
208,0.8740970072239421,2.123130093783671e-06
209,0.38906088751289986,0.11054194705770316
210,0.38080495356037153,0.11898433684768554
211,0.6160990712074303,0.006477968358240639
212,0.5624355005159958,0.0151109864826331
213,0.6470588235294118,0.0037015338197611426
214,0.6738906088751291,0.0021659578599511273
215,0.696594427244582,0.0013184382796678923
216,0.34365325077399383,0.16262865351676548
217,0.4220846233230134,0.08101904869498933
218,0.6016511867905057,0.008253780479294327
219,0.5521155830753354,0.01751291469868339
220,0.6367389060887513,0.004489848099432227
221,0.6037151702786379,0.007978467211182616
222,0.7110423116615068,0.0009391049276515922
223,0.5500515995872033,0.018027593361137465
224,0.5624355005159958,0.0151109864826331
225,0.7667698658410733,0.00020535416507779902
226,0.7296181630546955,0.000589052086651147
227,0.7131062951496387,0.0008932304748108589
228,0.4984520123839009,0.03525363586497097
229,0.7791537667698658,0.00013847602522646014
230,0.28998968008255926,0.24309228603904506
231,0.6718266253869969,0.0022613045197175117
232,0.6449948400412797,0.003849373038824422
233,0.8101135190918473,4.594554343625327e-05
234,0.6594427244582043,0.0029088627228155838
235,0.48813209494324045,0.03985953090099972
236,0.49226006191950467,0.03796502128315261
237,0.31475748194014447,0.20331354771785812
238,0.7585139318885449,0.00026364612959071276
239,0.7543859649122806,0.00029766146155801984
240,0.4757481940144479,0.04597857203121229
241,0.7853457172342622,0.0001126543102925679
242,0.6656346749226005,0.0025683279602937087
243,0.6945304437564499,0.0013817713318639603
244,0.6718266253869969,0.0022613045197175117
245,0.587203302373581,0.010402557727151924
246,0.7213622291021672,0.0007279599242661499
247,0.5356037151702786,0.021973121639608087
248,0.6243550051599587,0.0056112726298920695
249,0.6202270381836945,0.006032002847171171
250,0.6718266253869969,0.0022613045197175117
251,0.7461300309597524,0.0003768588845993769
252,0.45510835913312697,0.05772857159967152
253,0.7440660474716203,0.0003992105441266659
254,0.5170278637770898,0.02800614736378717
255,0.7192982456140351,0.0007666636665897179
256,0.5603715170278638,0.015569122116593606
257,0.6305469556243549,0.0050251422192554435
258,0.6140350877192982,0.006710758773359236
259,0.6491228070175438,0.003558373943300945
260,0.6119711042311662,0.006950274712161289
261,0.7192982456140351,0.0007666636665897179
262,0.7027863777089782,0.0011427190651563898
263,0.7110423116615068,0.0009391049276515922
264,0.6904024767801857,0.0015160249841227721
265,0.6367389060887513,0.004489848099432227
266,0.762641898864809,0.00023296654976518388
267,0.5067079463364293,0.031873132260511465
268,0.6119711042311662,0.006950274712161289
269,0.6305469556243549,0.0050251422192554435
270,0.5665634674922602,0.014226822697300039
271,0.8369453044375645,1.4859874205555088e-05
272,0.6553147574819401,0.0031558468964774365
273,0.8844169246646028,1.107920999077685e-06
274,0.7688338493292053,0.0001926187299802615
275,0.6264189886480908,0.005410032721793989
276,0.5768833849329206,0.012195441748364483
277,0.6676986584107326,0.002462394297708647
278,0.7523219814241485,0.00031600857312329123
279,0.7894736842105263,9.781072774060512e-05
280,0.6470588235294118,0.0037015338197611426
281,0.7110423116615068,0.0009391049276515922
282,0.717234262125903,0.000807070648534508
283,0.41589267285861714,0.08605648033750418
284,0.6676986584107326,0.002462394297708647
285,0.9009287925696594,3.4061802943964603e-07
286,0.8286893704850361,2.1461184426396098e-05
287,0.40763673890608876,0.09312305169960118
288,0.8596491228070176,4.827997425048475e-06
289,0.7997936016511867,6.77596194348165e-05
290,0.7874097007223942,0.0001050103927107811
291,0.7791537667698658,0.00013847602522646014
292,0.6367389060887513,0.004489848099432227
293,0.7543859649122806,0.00029766146155801984
294,0.44272445820433437,0.06578236404039446
295,0.15583075335397317,0.5369306230900768
296,0.35810113519091846,0.1445292896615503
297,0.7131062951496387,0.0008932304748108589
298,0.4613003095975232,0.053990476377347364
299,0.7667698658410733,0.00020535416507779902
300,0.5933952528379773,0.00943261527195847
301,0.5314757481940144,0.023216334307843867
302,0.4303405572755417,0.07464277608599114
303,0.7667698658410733,0.00020535416507779902
304,0.5727554179566564,0.012978178834505893
305,0.651186790505676,0.0034197801987985712
306,0.7688338493292053,0.0001926187299802615
307,0.8596491228070176,4.827997425048475e-06
308,0.23426212590299278,0.3494541429806418
309,0.7729618163054695,0.00016913916228325986
310,0.6160990712074303,0.006477968358240639
311,0.47368421052631576,0.04706411117172419
312,0.6284829721362228,0.005214699418213291
313,0.653250773993808,0.0032856411027831485
314,0.500515995872033,0.0343837791763591
315,0.5706914344685242,0.013384281348823359
316,0.48194014447884415,0.0428358312469992
317,0.8596491228070176,4.827997425048475e-06
318,0.6037151702786379,0.007978467211182616
319,0.5541795665634675,0.017009913077973247
320,0.6037151702786379,0.007978467211182616
321,0.7791537667698658,0.00013847602522646014
322,0.6697626418988648,0.0023600851881755407
323,0.5583075335397317,0.016038200397720793
324,0.5768833849329206,0.012195441748364483
325,0.6924664602683178,0.0014476080524246128
326,0.44685242518059853,0.06301029106386723
327,0.5830753353973168,0.011092443619541665
328,0.40763673890608876,0.09312305169960118
329,0.48606811145510836,0.040833484782080216
330,0.46955624355005166,0.04929337692796817
331,0.696594427244582,0.0013184382796678923
332,0.4633642930856553,0.05278586195356671
333,0.696594427244582,0.0013184382796678923
334,0.5913312693498451,0.009747493195938688
335,0.5789473684210527,0.011818464080461773
336,0.5252837977296182,0.02518359155961345
337,0.6945304437564499,0.0013817713318639603
338,0.7420020639834881,0.00042266515033981364
339,0.7770897832817338,0.00014812554588688426
340,0.7688338493292053,0.0001926187299802615
341,0.39938080495356043,0.10060038374584017
342,0.6429308565531475,0.004002006540262521
343,0.543859649122807,0.019643563727791618
344,0.5273477812177503,0.024513917732196133
345,0.32920536635706915,0.18221199775917415
346,0.5789473684210527,0.011818464080461773
347,0.8059855521155831,5.3816356061133154e-05
348,0.6738906088751291,0.0021659578599511273
349,0.7213622291021672,0.0007279599242661499
350,0.7420020639834881,0.00042266515033981364
351,0.6697626418988648,0.0023600851881755407
352,0.7234262125902993,0.0006909021305997825
353,0.7131062951496387,0.0008932304748108589
354,0.7337461300309597,0.0005283926713947288
355,0.5686274509803922,0.013800437611725471
356,0.5397316821465429,0.020782714646741193
357,0.6284829721362228,0.005214699418213291
358,0.6676986584107326,0.002462394297708647
359,0.7770897832817338,0.00014812554588688426
360,0.7543859649122806,0.00029766146155801984
361,0.5479876160990712,0.018554135699121725
362,0.5686274509803922,0.013800437611725471
363,0.6904024767801857,0.0015160249841227721
364,0.6759545923632612,0.0020739524486674083
365,0.4943240454076367,0.037044049807446154
366,0.7275541795665634,0.0006215020932519374
367,0.3787409700722394,0.12116422586370862
368,0.7192982456140351,0.0007666636665897179
369,0.7956656346749225,7.86687183973289e-05
370,0.8059855521155831,5.3816356061133154e-05
371,0.7089783281733747,0.0009869258677951244
372,0.696594427244582,0.0013184382796678923
373,0.4406604747162023,0.06720191241367013
374,0.7770897832817338,0.00014812554588688426
375,0.4674922600619195,0.05043751945104438
376,0.8513931888544891,7.42168762562196e-06
377,0.5459236326109391,0.019092729509875183
378,0.7027863777089782,0.0011427190651563898
379,0.7791537667698658,0.00013847602522646014
380,0.7523219814241485,0.00031600857312329123
381,0.5748194014447885,0.012581956389329619
382,0.6264189886480908,0.005410032721793989
383,0.6635706914344685,0.0026779839744573825
384,0.5933952528379773,0.00943261527195847
385,0.7027863777089782,0.0011427190651563898
386,0.5706914344685242,0.013384281348823359
387,0.5706914344685242,0.013384281348823359
388,0.7048503611971104,0.0010886663167765575
389,0.5768833849329206,0.012195441748364483
390,0.5583075335397317,0.016038200397720793
391,0.7151702786377709,0.0008492395538531108
392,0.7316821465428276,0.0005580324697729897
393,0.28792569659442724,0.2466148887955486
394,0.5252837977296182,0.02518359155961345
395,0.6553147574819401,0.0031558468964774365
396,0.696594427244582,0.0013184382796678923
397,0.5562435500515995,0.016518403054404888
398,0.46955624355005166,0.04929337692796817
399,0.7812177502579979,0.00012936386013196713
400,0.826625386996904,2.3456553098215367e-05
401,0.6264189886480908,0.005410032721793989
402,0.7956656346749225,7.86687183973289e-05
403,0.6016511867905057,0.008253780479294327
404,0.6986584107327141,0.0012575339153336352
405,0.8307533539731682,1.9612643482449587e-05
406,0.587203302373581,0.010402557727151924
407,0.479876160990712,0.04386464036882083
408,0.5294117647058824,0.023858231279662807
409,0.6759545923632612,0.0020739524486674083
410,0.5892672858617131,0.010070753912334262
411,0.3560371517027864,0.14702554764788864
412,0.5211558307533539,0.026565697103864794
413,0.7089783281733747,0.0009869258677951244
414,0.5686274509803922,0.013800437611725471
415,0.479876160990712,0.04386464036882083
416,0.5190918472652218,0.027278528700016964
417,0.3106295149638803,0.20962534083657886
418,0.6429308565531475,0.004002006540262521
419,0.8224974200206397,2.7926170666106315e-05
420,0.8864809081527348,9.65676574451126e-07
421,0.717234262125903,0.000807070648534508
422,0.8658410732714137,3.434510604967861e-06
423,0.6883384932920537,0.0015871002439845348
424,0.7585139318885449,0.00026364612959071276
425,0.5583075335397317,0.016038200397720793
426,0.41589267285861714,0.08605648033750418
427,0.6986584107327141,0.0012575339153336352
428,0.5397316821465429,0.020782714646741193
429,0.6738906088751291,0.0021659578599511273
430,0.6904024767801857,0.0015160249841227721
431,0.8059855521155831,5.3816356061133154e-05
432,0.7275541795665634,0.0006215020932519374
433,0.7192982456140351,0.0007666636665897179
434,0.7275541795665634,0.0006215020932519374
435,0.8431372549019607,1.1129003812786908e-05
436,0.7502579979360166,0.0003352980382239193
437,0.6986584107327141,0.0012575339153336352
438,0.4303405572755417,0.07464277608599114
439,0.6842105263157895,0.001737546156850738
440,0.7647058823529412,0.00021879309769392647
441,0.6904024767801857,0.0015160249841227721
442,0.49638802889576883,0.036140323756959435
443,0.6738906088751291,0.0021659578599511273
444,0.8080495356037152,4.974862279747091e-05
445,0.4324045407636739,0.0731081920707255
446,0.7131062951496387,0.0008932304748108589
447,0.7089783281733747,0.0009869258677951244
448,0.7791537667698658,0.00013847602522646014
449,0.6553147574819401,0.0031558468964774365
450,0.6305469556243549,0.0050251422192554435
451,0.7131062951496387,0.0008932304748108589
452,0.23013415892672856,0.35825371050744326
453,0.23839009287925697,0.340779724454077
454,0.3065015479876161,0.21606379461125766
455,0.3746130030959752,0.12560824850361174
456,0.4220846233230134,0.08101904869498933
457,0.6862745098039216,0.0016609135348996636
458,0.6284829721362228,0.005214699418213291
459,0.8286893704850361,2.1461184426396098e-05
460,0.6759545923632612,0.0020739524486674083
461,0.7461300309597524,0.0003768588845993769
462,0.5541795665634675,0.017009913077973247
463,0.3519091847265222,0.15210693918997698
464,0.6160990712074303,0.006477968358240639
465,0.5562435500515995,0.016518403054404888
466,0.8059855521155831,5.3816356061133154e-05
467,0.5789473684210527,0.011818464080461773
468,0.8988648090815273,3.990236717256897e-07
469,0.7956656346749225,7.86687183973289e-05
470,0.6594427244582043,0.0029088627228155838
471,0.5170278637770898,0.02800614736378717
472,0.6243550051599587,0.0056112726298920695
473,0.6842105263157895,0.001737546156850738
474,0.49226006191950467,0.03796502128315261
475,0.6656346749226005,0.0025683279602937087
476,0.5376676986584108,0.021371414657806453
477,0.632610939112487,0.004841232347066894
478,0.6821465428276574,0.0018170810177521779
479,0.8761609907120743,1.8727785396152314e-06
480,0.6759545923632612,0.0020739524486674083
481,0.4716202270381837,0.04816897678955323
482,0.8039215686274509,5.816363864327564e-05
483,0.7110423116615068,0.0009391049276515922
484,0.78328173374613,0.00012076451611540745
485,0.7440660474716203,0.0003992105441266659
486,0.6367389060887513,0.004489848099432227
487,0.7069143446852425,0.001036757704756384
488,0.7275541795665634,0.0006215020932519374
489,0.5995872033023736,0.008536698768223001
490,0.7543859649122806,0.00029766146155801984
491,0.7523219814241485,0.00031600857312329123
492,0.4716202270381837,0.04816897678955323
493,0.8163054695562436,3.598441737777743e-05
494,0.9195046439628484,6.869262739356818e-08
495,0.44685242518059853,0.06301029106386723
496,0.8286893704850361,2.1461184426396098e-05
497,0.632610939112487,0.004841232347066894
498,0.4406604747162023,0.06720191241367013
499,0.5913312693498451,0.009747493195938688
